# wavelength Total_Reflection Total_Transmission Absorption 
4.755 0.9673882723 2.661385179e-08 0.0326117011 
4.76 0.9672169685 2.659479781e-08 0.03278300487 
4.765 0.9670362473 2.657940551e-08 0.03296372617 
4.77 0.9668645859 2.655321202e-08 0.03313538757 
4.775 0.9666649103 2.647422176e-08 0.03333506321 
4.78 0.9664108753 2.639656763e-08 0.03358909828 
4.785 0.9662098289 2.632407919e-08 0.03379014482 
4.79 0.9659759402 2.625201218e-08 0.03402403352 
4.795 0.96575284 2.618412601e-08 0.03424713377 
4.8 0.9654914141 2.6116135e-08 0.03450855981 
4.805 0.9652915597 2.604946656e-08 0.03470841425 
4.81 0.9650056362 2.598162882e-08 0.0349943378 
4.815 0.9647686481 2.590992415e-08 0.03523132594 
4.82 0.96454072 2.583178985e-08 0.03545925418 
4.825 0.9642719626 2.573823185e-08 0.03572801162 
4.83 0.9639691114 2.56239846e-08 0.03603086293 
4.835 0.9637804031 2.547179559e-08 0.03621957139 
4.84 0.9634830356 2.524642809e-08 0.03651693919 
4.845 0.9631812572 2.488459686e-08 0.03681871787 
4.85 0.9628652334 2.419787262e-08 0.03713474238 
4.855 0.9626357555 2.188875878e-08 0.03736422257 
4.86 0.9623616934 2.17777483e-08 0.03763828484 
4.865 0.9620189667 2.166815766e-08 0.03798101166 
4.87 0.9617350101 2.156027576e-08 0.03826496829 
4.875 0.9613987803 2.145347594e-08 0.0386011982 
4.88 0.9610285759 2.134667362e-08 0.03897140276 
4.885 0.960773468 2.124364556e-08 0.03922651074 
4.89 0.9603482485 2.113905989e-08 0.03965173038 
4.895 0.960010469 2.103813732e-08 0.03998951 
4.9 0.9596874714 2.093905823e-08 0.04031250767 
4.905 0.959320426 2.083930056e-08 0.04067955317 
4.91 0.9589504004 2.074217172e-08 0.04104957891 
4.915 0.9585434198 2.064560246e-08 0.04145655952 
4.92 0.9582096338 2.055212436e-08 0.04179034562 
4.925 0.9578002691 2.045800865e-08 0.04219971042 
4.93 0.9574172497 2.036560642e-08 0.04258272995 
